X,Y,Z
16.3158,44.7799,-1.1463
15.3992,45.0977,-1.1489
14.4765,45.3968,-1.1514
13.5479,45.6770,-1.1540
12.6140,45.9382,-1.1566
11.6750,46.1803,-1.1592
10.7314,46.4033,-1.1618
9.7835,46.6069,-1.1644
8.8318,46.7913,-1.1669
7.8767,46.9562,-1.1695
6.9185,47.1016,-1.1721
5.9577,47.2275,-1.1747
4.9946,47.3338,-1.1773
4.0296,47.4205,-1.1798
3.0613,47.4876,-1.1824
2.0957,47.5345,-1.1852
1.1276,47.5617,-1.1879
0.1592,47.5692,-1.1907
-0.8090,47.5570,-1.1935
-1.7767,47.5252,-1.1963
-2.7434,47.4736,-1.1990
-3.7087,47.4024,-1.2018
-4.6723,47.3116,-1.2046
-5.6337,47.2013,-1.2073
-6.5925,47.0714,-1.2101
-7.5484,46.9220,-1.2129
-8.5010,46.7532,-1.2156
-9.4498,46.5651,-1.2184
-10.3945,46.3578,-1.2211
-11.3347,46.1313,-1.2239
-12.2699,45.8858,-1.2266
-13.1999,45.6213,-1.2294
-14.1242,45.3380,-1.2322
-15.0424,45.0360,-1.2349
-15.9542,44.7154,-1.2377
-16.8591,44.3763,-1.2404
-17.7569,44.0189,-1.2432
-18.6471,43.6434,-1.2459
-19.5294,43.2499,-1.2487
-20.4034,42.8386,-1.2514
-21.2688,42.4096,-1.2542
-22.1251,41.9632,-1.2569
-22.9721,41.4995,-1.2597
-23.8094,41.0186,-1.2624
-24.6366,40.5210,-1.2652
-25.4535,40.0066,-1.2679
-26.2596,39.4758,-1.2707
-27.0547,38.9287,-1.2734
-27.8384,38.3657,-1.2762
-28.6104,37.7869,-1.2789
-29.3703,37.1925,-1.2816
-30.1179,36.5829,-1.2844
-30.8529,35.9583,-1.2871
-31.5749,35.3189,-1.2899
-32.2838,34.6650,-1.2926
-32.9790,33.9969,-1.2954
-33.6605,33.3149,-1.2981
-34.3278,32.6193,-1.3009
-34.9808,31.9102,-1.3036
-35.6192,31.1881,-1.3063
-36.2427,30.4533,-1.3091
-36.8510,29.7060,-1.3118
-37.4439,28.9466,-1.3146
-38.0212,28.1753,-1.3173
-38.5826,27.3925,-1.3201
-39.1279,26.5986,-1.3228
-39.6569,25.7938,-1.3256
-40.1693,24.9785,-1.3283
-40.6657,24.1518,-1.3310
-41.1435,23.3176,-1.3339
-41.6048,22.4727,-1.3369
-42.0487,21.6187,-1.3398
-42.4752,20.7559,-1.3427
-42.8840,19.8848,-1.3456
-43.2749,19.0056,-1.3485
-43.6478,18.1187,-1.3514
-44.0025,17.2245,-1.3543
-44.3389,16.3234,-1.3572
-44.6569,15.4157,-1.3601
-44.9563,14.5019,-1.3630
-45.2371,13.5823,-1.3659
-45.4990,12.6572,-1.3688
-45.7420,11.7271,-1.3717
-45.9661,10.7924,-1.3746
-46.1710,9.8534,-1.3775
-46.3568,8.9105,-1.3804
-46.5233,7.9642,-1.3833
-46.6705,7.0148,-1.3862
-46.7983,6.0626,-1.3891
-46.9068,5.1082,-1.3920
-46.9958,4.1519,-1.3949
-47.0653,3.1941,-1.3978
-47.1152,2.2351,-1.4007
-47.1457,1.2755,-1.4036
-47.1566,0.3155,-1.4065
-47.1480,-0.6443,-1.4094
-47.1199,-1.6037,-1.4123
-47.0722,-2.5622,-1.4152
-47.0051,-3.5194,-1.4181
-46.9185,-4.4750,-1.4210
-46.8125,-5.4285,-1.4239
-46.6871,-6.3795,-1.4268
-46.5424,-7.3277,-1.4297
-46.3785,-8.2726,-1.4326
-46.1954,-9.2139,-1.4355
-45.9932,-10.1512,-1.4384
-45.7720,-11.0841,-1.4413
-45.5319,-12.0121,-1.4442
-45.2729,-12.9350,-1.4471
-44.9953,-13.8523,-1.4500
-44.6991,-14.7637,-1.4529
-44.3845,-15.6688,-1.4558
-44.0515,-16.5672,-1.4587
-43.7003,-17.4585,-1.4616
-43.3312,-18.3424,-1.4645
-42.9441,-19.2185,-1.4675
-42.5394,-20.0864,-1.4704
-42.1171,-20.9458,-1.4733
-41.6775,-21.7964,-1.4762
-41.2207,-22.6378,-1.4791
-40.7469,-23.4695,-1.4820
