contactPntX,contactPntY,contactPntZ,normalX,normalY,normalZ,maxCurvature,maxCurvDirectionX,maxCurvDirectionY,maxCurvDirectionZ,minCurvature,minCurvDirectionX,minCurvDirectionY,minCurvDirectionZ,meanCurvature,GaussianCurvature,endOfRevolution(T/F)
-34.7444,38.4147,-0.0550,0.0881,-0.0974,0.9913,0.1575,-0.6650,0.7352,0.1313,-0.0025,-0.7416,-0.6708,0.0000,0.0775,-0.0004,0
-35.4795,37.7368,-0.0550,0.0900,-0.0957,0.9913,0.1575,-0.6790,0.7223,0.1313,-0.0025,-0.7286,-0.6850,0.0000,0.0775,-0.0004,0
-36.2014,37.0448,-0.0550,0.0918,-0.0939,0.9913,0.1575,-0.6929,0.7090,0.1313,-0.0025,-0.7152,-0.6989,0.0000,0.0775,-0.0004,0
-36.9098,36.3390,-0.0550,0.0936,-0.0921,0.9913,0.1575,-0.7064,0.6955,0.1313,-0.0025,-0.7016,-0.7126,0.0000,0.0775,-0.0004,0
-37.6045,35.6197,-0.0550,0.0953,-0.0903,0.9913,0.1575,-0.7197,0.6817,0.1313,-0.0025,-0.6877,-0.7260,0.0000,0.0775,-0.0004,0
-38.2851,34.8871,-0.0550,0.0971,-0.0885,0.9913,0.1575,-0.7327,0.6677,0.1313,-0.0025,-0.6735,-0.7391,0.0000,0.0775,-0.0004,0
-38.9515,34.1415,-0.0550,0.0988,-0.0866,0.9913,0.1575,-0.7455,0.6534,0.1313,-0.0025,-0.6591,-0.7520,0.0000,0.0775,-0.0004,0
-39.6033,33.3832,-0.0550,0.1004,-0.0846,0.9913,0.1575,-0.7580,0.6389,0.1313,-0.0025,-0.6445,-0.7646,0.0000,0.0775,-0.0004,0
-40.2404,32.6124,-0.0550,0.1020,-0.0827,0.9913,0.1575,-0.7702,0.6242,0.1313,-0.0025,-0.6296,-0.7769,0.0000,0.0775,-0.0004,0
-40.8625,31.8295,-0.0550,0.1036,-0.0807,0.9913,0.1575,-0.7821,0.6092,0.1313,-0.0025,-0.6145,-0.7889,0.0000,0.0775,-0.0004,0
-41.4693,31.0347,-0.0550,0.1051,-0.0787,0.9913,0.1575,-0.7937,0.5940,0.1313,-0.0025,-0.5992,-0.8006,0.0000,0.0775,-0.0004,0
-42.0607,30.2283,-0.0550,0.1066,-0.0766,0.9913,0.1575,-0.8050,0.5785,0.1313,-0.0025,-0.5836,-0.8120,0.0000,0.0775,-0.0004,0
-42.6365,29.4107,-0.0550,0.1081,-0.0746,0.9913,0.1575,-0.8160,0.5629,0.1313,-0.0025,-0.5678,-0.8232,0.0000,0.0775,-0.0004,0
-43.1963,28.5821,-0.0550,0.1095,-0.0725,0.9913,0.1575,-0.8267,0.5470,0.1313,-0.0025,-0.5518,-0.8340,0.0000,0.0775,-0.0004,0
-43.7400,27.7429,-0.0550,0.1109,-0.0703,0.9913,0.1575,-0.8371,0.5310,0.1313,-0.0025,-0.5356,-0.8445,0.0000,0.0775,-0.0004,0
-44.2675,26.8933,-0.0550,0.1122,-0.0682,0.9913,0.1575,-0.8472,0.5147,0.1313,-0.0025,-0.5192,-0.8546,0.0000,0.0775,-0.0004,0
-44.7784,26.0337,-0.0550,0.1135,-0.0660,0.9913,0.1575,-0.8570,0.4983,0.1313,-0.0025,-0.5026,-0.8645,0.0000,0.0775,-0.0004,0
-45.2726,25.1644,-0.0550,0.1148,-0.0638,0.9913,0.1575,-0.8665,0.4816,0.1313,-0.0025,-0.4858,-0.8741,0.0000,0.0775,-0.0004,0
-45.7500,24.2857,-0.0550,0.1160,-0.0616,0.9913,0.1575,-0.8756,0.4648,0.1313,-0.0025,-0.4689,-0.8833,0.0000,0.0775,-0.0004,0
-46.2103,23.3979,-0.0550,0.1172,-0.0593,0.9913,0.1575,-0.8844,0.4478,0.1313,-0.0025,-0.4517,-0.8922,0.0000,0.0775,-0.0004,0
-46.6534,22.5015,-0.0550,0.1183,-0.0571,0.9913,0.1575,-0.8929,0.4307,0.1313,-0.0025,-0.4344,-0.9007,0.0000,0.0775,-0.0004,0
-47.0791,21.5966,-0.0550,0.1194,-0.0548,0.9913,0.1575,-0.9011,0.4133,0.1313,-0.0025,-0.4170,-0.9089,0.0000,0.0775,-0.0004,0
-47.4873,20.6837,-0.0550,0.1204,-0.0524,0.9913,0.1575,-0.9089,0.3959,0.1313,-0.0025,-0.3993,-0.9168,0.0000,0.0775,-0.0004,0
-47.8777,19.7631,-0.0550,0.1214,-0.0501,0.9913,0.1575,-0.9163,0.3783,0.1313,-0.0025,-0.3816,-0.9243,0.0000,0.0775,-0.0004,0
-48.2503,18.8352,-0.0550,0.1223,-0.0478,0.9913,0.1575,-0.9235,0.3605,0.1313,-0.0025,-0.3636,-0.9315,0.0000,0.0775,-0.0004,0
-48.6049,17.9002,-0.0550,0.1232,-0.0454,0.9913,0.1575,-0.9303,0.3426,0.1313,-0.0025,-0.3456,-0.9384,0.0000,0.0775,-0.0004,0
